,label,text_a
387,0,这个小的夹板可以用来弄刘海跟简单的造型呢。
102,0,眼影教程在图上哦  #日常眼妆怎么画#
185,0,美乐嘉草本面膜
6,0,姐妹们，冲鸭[派
245,0,??椭圆机具有多重模式，24档阻力，模拟了跑步、骑行、登山、滑雪等等，就感觉有了这一台省心了许多呢。
260,0,美妆蛋的选择也是有讲究的，如果是不好的美妆蛋不仅会吃粉，还会让妆容变得斑驳哟。
152,1,除夕快乐！！！
346,0,不然略带老气
160,1,你是坠棒的！
145,0,又到了万物复苏的时候。
104,0,店铺分享（1）/30r內平价餐具！
231,1,而且还都是很温和，没啥乱七八糟添加  即使是豆敏皮都能踏实的用起来  -  油皮姐妹赶紧冲  你会感谢我的！！！
273,0,BF冰川面霜  是我这种干皮用过少数补水到位且不油腻的产品！！
253,0,糖果盒眼影！
52,0,红的功效  ?分享一下四步按摩手法  1??取4泵在手掌温.
397,1,[偷笑R]  一颗的量可以厚敷全脸  还包括脖子！量足足的  上脸软软的超舒服  敷完整个脸就是透亮！
200,0,这款干皮保湿精华主打就是补水和修复，它里面添加了B5和玻尿酸，补水和保湿能力真的是优秀本秀哦~
240,0,~  .
287,0,.
97,1,真的是SPA级头皮护理体验  头皮洁净能力MAX??  氨基酸洗发水中的战斗机！
329,0,精致护发｜浴室里的高颜值护发好物  每次po日常照片，评论都有说羡慕我这头黑发  来分享浴室里的这一套高颜值护发～  .
246,0,?兰蔻小白管  较高端属于养肤类型的防晒霜  有点润白肤色的效果  淡色的柔滑乳液质地 有一丢丢粘稠  成膜速度一般 滋润效果不错  适合偏干的皮肤?♀?  混油皮的我用有点泛着油光  而且跟底妆在一起偶尔会搓泥  新版目前我还没试过  不知道会不会清爽一些  .
248,0,??喜欢穿一字肩的集美，一定要pick它，因为它是可以锻炼直角肩的，勤快点还能练薄背呐！
224,0,面霜这种厚重的就可以省去拉！
217,0,再配上植物酶化科技 可以让成分深入到皮肤底层  比起普通作用于皮肤表层的酸类产品会温和得多！
101,0,对R]  橘棕氛围感?不会显滴hin刻意  但又阔以深邃消肿还日常  直男夸到停不下来！
65,1,刷完嘴里只剩清香！
231,1,#p06酒渍车厘子  这个估计是我目前醉爱滴色系吧！
88,0,自用的良心日常水乳篇～  用过的水乳少啦  跟大噶说几个俺喜欢用的！
258,0,我是女生
137,0,2??  娇韵诗光芒小瓷瓶? 30ml/700+  他们家的产品主打的是安全8??刺激  因为是植物萃取 所以敏肌和孕妇都可用！
307,0,康康今天的幸运鹅是不是你，恭喜名单上500 位北鼻，速速来领取你的防晒霜小样吧！
153,0,我滴宝贝们（整理了拜年贺岁词！
262,0,这款涂酷恐龙蛋是一大一小的，两种形状都能够完美的贴合任何的脸型，正所谓是360度无死角上妆，所以妆容就能够更加服帖啦  而且它可是常规美妆蛋的两倍大哟，所以接触面积也更加大，平时上妆就更加省力，十秒就可以轻松的上完底妆。
19,0,紧塑焕白霜：  我用的是柔滑乳霜质地，平时当晚霜用，第二天早上起来皮肤两颊会变亮一些。
306,0,好好护理自己的小脑袋
80,0,桃园三章又出新品了！
113,1,0  跟姐妹会晤  有些开心自拍了大概一百张吧
320,0,[偷笑R][偷笑R]  不管是外形还是啥事 我都比较喜欢操心，在相处的过程中，也能体验神奇的感觉，很舒服哦。
85,0,秒变立体脸！
107,0,一定要入手的身体乳！
43,0,新手化妆一定要选的本命散粉！
301,0,kkkk好久没画绿色？
256,1,颜色都很百搭  谁不喜欢亮晶晶的眼影啊！
352,1,一起细节护理精致你的生活  这个是我日常清洁用的啦  小蓝罐这个是我逛了一圈找到zui迷你版的  有时出门大瓶不好带就想要这种小的  他的盖子是我用过这类算干净得了！
391,1,终于拥有比豆腐嫩的皮肤！
212,0,拒绝毁容！！
316,0,SUMYU2021新款水晶珍珠项链，非常的有复古风格，小众原创设计，高级感轻奢感UP！
190,0,外包装设计的也很巧妙，随着包装的拉扯，鸭脖的长度无线延伸，忒可爱啦；放假无所事事的日子里，啃鸭脖也是一番享受鸭，果然一定要冲鸭~！
281,1,发现它家用的都是瑞士jin口的原料 安心又良心子！！
79,1,～～～  皮肤就是看起来天生很好的感觉！
20,1,这个用一周多就会明显感觉皮肤彭起来，而且会滑滑嫩嫩的。
371,0,-  添加了富勒烯精华，能够帮助皮肤补水，清爽舒适，搭配澳洲茶树精油和金缕梅精华能舒缓调理肌肤的同时还能帮助改善干燥或受损的肌肤状态，洗完以后感觉全身都焕白清爽，水水润润的摸起来还滑溜溜滴~
381,0,07mm细，自然对于亚洲的眼睛适合，虞书欣同款，叠加在睫毛上很是能给眼睛加分+  NAMING仿真塑性染眉膏  眉毛真的不能忽略，尤其是染头发的小姐姐！！！
247,0,?欧莱雅小金管  麦色滤全波段防晒黑防晒老  白色的乳液质地也hin轻盈  涂抹后吸收快 用后清爽不油腻  个人感觉气味香香的 有丢丢大  按压嘴也方便使用 就是瓶子容量有点小  我这样的大脸不到一个月就空瓶  荷包承受不住哇~[捂脸R]  .
328,0,日常
124,0,不！
166,0,?牛年赠你一棵愿望树，结满开心果，幸运梅，富贵枣，温馨李，幸福桃、美满梨，兴旺菊，快乐糖，吉祥花！
28,1,每次喷它都能[哇R]给我不一样的惊喜！
92,0,宝藏修护秘籍|轻松告别稻草发质  一头柔顺的秀发对于一个女生来说真的太重要了！
121,1,才几十块钱，涂上去的肤感好顺滑，像是在涂乳液  含七重植萃，所以很温和不伤肤！
41,1,————  质地真的敲轻薄，而且很丝滑！
196,1,上眼的是小草莓+小冰晶  555小饼干一样的mini眼影真滴有被可爱到！
229,0,最后把后续的彩妆上完，整个炒控油的妆容就搞定啦  -  可别小看这尔木萄隔离和菁华乳！
144,0,步骤：  1??睫毛夹向眉毛方向平行往外蠕动夹，下睫毛也记得带上。
251,0,难怪了！
137,0,过年眼妆就她了  俺今天正经po个眼影盘~
46,0,书籍分享10/知易行难
255,1,哭了  60r现在 1? 送1?  给我冲了好吗  库库韩社眼影太香了我的天  以为是小孩子玩的化妆品  结果真香了！
54,0,必须冲！
76,0,最近风好大的TF气垫，我也入手了！
311,0,复古绿的造型，简约高级  让我联想到雨林的声音  3D立体环绕音质  或是雨滴，或是雷声，或是一些摩擦的声响  都能听得清晰  .
27,0,并且加深层次感！
312,0,平时码字时戴上，能隔音降噪  沉浸在自己的小世界中，其他皆与我无关  平均4-5天充一次电，续航能力也不赖  舒适，自在，又让我充满安全感  在喧嚣的都市，也能拥有安心一隅
221,0,但是现在终于没这烦恼了  连我这个出油大户都能hold住的隔离！
293,0,再按摩至完全吸收！
27,0,选！
100,0,发膜的质地水润轻盈，一点也不厚重，还很好吸收。
8,0,对R][派
215,0,打开了无酸焕肤新世界的大门  我才知道原来想要消掉闭口并不是只有酸才能干！
60,1,入口挺温和的！
134,0,（如果你觉得你的五官长得不太好就更加要美白）  在选择美白产品的时候①定认真做好功课  今天分享三款自用的美白精华给大家  ?  1??  科颜氏安白瓶? 30ml/500+  水状的质地！
67,0,-  值得一提的是，牙膏里面添加了真酵素?  是市面上唯一采用酵素成分美白的牙膏～  在刷牙的过程中阔[偷笑R]以溶解内外部牙渍！
309,0,领取方式：  1?中奖的幸运鹅，于本篇笔记发布2天内（2021年4月23日15点前），私信@EltaMD安妍科  2?按照指引填写相关信息  PS.
212,0,看到我们俊俊合作了fresh，就冲了，虽然好像古源系列才是龚俊同款[石化R]  大姐姐第一次追星搞错了[汗颜R]
140,0,"元宵佳节，来一碗mini汤圆  元宵佳节，分享喜乐  刚出锅的白胖汤圆，一定要趁热吃，留住甜蜜美满  ""mini汤圆""，缩小毛孔，提高皮肤吸收能力，肌肤也要紧致饱满  十五元宵，红红火火，团团圆圆"
74,0,新年妆容必备！
375,0,日常分享13美食
213,0,哈哈哈，不过不重要！
34,1,十几秒就会自动起泡后会绵密全脸哎  淡淡的清香萦绕，有一种hin安心??的感觉  0皂基~洗干净小脸蛋都不会干干的555好酥服  照镜子发现脸蛋透亮了许多！
284,0,要记住，基础保湿不做好一切都白谈！！！
61,0,但是和我之前用的美白牙好有些不同的  就是它更干爽一些  后来做了一下功课才知道  原来这是因为它[哇R]采用的是无水配方  因为这样更容易保持百亿酵素的活性  遇水后会催化酵素分解  高速催化祛除[
37,1,百元不到就可以拥有的快乐！！！
159,1,?新年到，祝你牛年大吉，财如牛毛，红红火火，更上一层楼！
114,0,平价脱毛膏！
82,1,泰妆真的可！
109,1,自带高光!  前几天一直在追浪姐啊～  姐姐们的脸蛋儿看起来都像18岁[哭惹R]  转头我就get了姗姗tong款白肌能量水  本来还担心喝8下去  没想到酸酸甜甜的口感跟果汁一样[
148,0,画珠光亮片在手上蹭掉一下，少量叠加就行了，不要涂太多。
252,0,女生洗澡真的是个大工程！
302,0,口红叠叠乐爱好者发现个新玩具！
4,1,谁能想到这个可可爱爱的小绿丸  就是发质救急神器呢！
157,1,没让人失望！
181,0,15分钟后清洗，期间我会做一些按摩，清洗的话我会用洗脸巾比较好洗。
234,0,每日穿搭
93,0,但是女生总是忍不住去折腾自己的头发，然后发质就会逐渐受损，稻草发质就是这样来的咯~莫慌！
141,1,护肤好物 | 每天3分钟看得见的小V脸  Angelababy真滴太美了  看到她也在用介个丸美的晶雕精华  很是心动 所以就入手啦～  它不光貌美 效果还绝绝子！
339,1,浴室里的高颜值洗护，不仅给心情加分丰盈发丝也给我的造型加分了不少呀～  洗发水测评
90,0,如何让头发看起来也充满活力?
247,0,同时搭配了体贴的静音磁控阻力系统，使用时候也0噪音、没有摩擦声，完全不会干扰到邻居呢，运动可以完全放心起来哟！
183,1,用了一段时间我觉得去红镇静效果很好[
290,0,快点快点  惊喜盒子
186,0,无论是打扑克还是看球都是最佳拍档~
118,0,真的 不想再经历大学时约会 不敢抬手臂的尴尬  姐妹们！
379,0,自然的睫毛让眼睛放大，而不是塔拉的感觉，让整体的眼睛圆润柔和。
130,0,脱毛好物分享
102,0,搭配着卡诗高能洗发水一起效果翻倍！
110,0,偷笑R]  减肉的铁子也别拍 低卡不会变?半  体验行走的反光板带来的快落！
68,0,这可随随便便的就可以甩所谓“进口”的几条街了  难道这样的国货，它不香吗？？？
299,0,这瓶银耳精华真的是敏感肌救星  拯救敏感肌
156,1,牛年大吉！
353,0,平常的好像都是按压啥的会留出来…
53,1,赞R][赞R]  整体感觉除了真香还是真香！
246,0,有旋钮，直接调整就可以，我这种器材小白也能妥妥上手！
219,1,可以舒缓修护泛红  所以我现在用这个精华水 不仅皮肤平滑了不少 也没有爆皮泛红  我姐姐她一干皮敏感肌用着都说很喜欢！！
178,0,[
179,0,飞吻R]  一起来看看吧  -  今天和大家分享这个我发现的宝藏补水面膜，北美很火的，而且德美乐嘉是美国专业院线品牌 一直有关注他家的产品 ，多维面膜也是我的爱??所以跟着入了这款草本修护面膜  -  【使用感】  这款是乳液质地的 淡淡的清香草木味道  里面有主打保湿提取物 ：草绿盐角草和软毛松藻 这两个成分我特意在网上做了下功课哈哈！
236,0,分享美丽
10,0,你的味道是“思”密的分享  月光下呼吸着你的气息  清晨醒来看到枕边的你  他说有时闻到一种味道就会想你??  ～  异地的浪漫  也可以是寄给他一瓶关于我的香水  入了ASSASSINA莎辛那—枕边的你  让我颠fu了对香水的认识  这个香型是尊的会上yin  和男朋友约会小细节就看它的  稀饭它起初是因为它的颜值  包括他设计中的小细节  3D立体瓶身?十字桃心瓶盖  以及磨砂质地瓶身  寄给男朋友一瓶我的味道  等我们老了再闻一闻  回想起记忆里的这段异地时光  回想起曾经的我们  原来这段文字也在散发香味
100,1,消肿橘棕氛围感眼妆爆闪眼妆教程  四合院这盘年味儿真滴好绝哇[派
265,0,素颜拍照也不怕‖我有祛痘印黑色素神器
49,0,还有一个强烈的建议  新手选择平价散粉就可以了  刚开始不要花钱买教训！！！
109,1,??这款富含角鲨烷、维他命E、橄榄油、库拉索芦荟叶汁??  我每次都感觉用完皮肤滑溜溜软嫩嫩的～  保湿效果杠杠的！
392,0,我晕我晕！！
374,1,每次用都被男朋友夸爆  妙芙谜富勒烯沐浴露
98,0,都快去买吧集美们!
106,1,鎏金珍珠妆 这清透光泽实在美丽  快来康康我又发现了什么宝藏叭  原来是Burberry新出的金·气垫鸭
135,0,夏天也阔以用，强抗晒滴，画伪素颜妆容也ok呀！
277,0,除了这支别的都是草莓南瓜砂糖橘口味的水晶硬糖色素颜?！
258,0,打造完美服帖底妆，我有涂酷恐龙蛋！
288,0,?
209,0,姐妹们，春天到了，担心换季肌肤不稳定的姐妹，赶快入手哦~
14,0,我这人最不喜欢囤化妆品，买就要用，不然开封太长时间总觉得用起来怪怪的。
1,0,开春涂起来  这一批是一些比较奶了吧唧的灰咖系的  有几支有红调的也是很稳的那种  都不会出错
117,0,又要到了露胳膊露腿的季节了！！
326,1,ax感受下来也挺好呢～享受一起护肤的小甜蜜。
105,1,吃个饭也要可可爱爱  这家餐具好可爱哦[doge]  每天吃个饭都香喷喷  基本30米以内就能拿下！
310,0,加上睡眠质量问题，睡前会戴上耳机听一段asmr助眠  自从入了Sudio蓝牙耳机  我甚至把Air Pods从我的购物车删掉了  .
101,0,使用方法也很简单，用完洗发水并冲干净后，在发梢处涂抹上一层，轻轻揉搓1??分钟，帮助吸收后再冲洗掉就ok啦！
276,0,十分满分的话要给十分的春季唇釉色号们～  ·  今天po个适合春季用的唇釉们～  虽然有支棕咖色乱入，  但是这支实物泰好看辽必须加进来！
343,1,气质有温柔～厚涂棕调比较多！
282,0,除了冰川水，还加了很少有的深海水相当于一次把细胞的水分up！！！
120,0,温柔的不得了的玫瑰豆沙！
55,0,期待宝子们的真香[旺柴]
140,0,如果是新手的话，一定要试试这个盘  啊对了，他们家的一飞冲天睫毛夹我耶入了，挺好使  我的睫毛太塌了，所以看着效果不明显，加上我拍照技术有限  八过这款睫毛夹使用下来，跟我睫毛还挺合适。
233,1,因为是针不戳哇！
305,0,相信你们会忍不住入它  希望所有有缘看到的小姐姐都能像爱惜脸蛋一样
199,0,夏日限定薄荷冰萃撞色眼妆  不愧是这一阵好的橘朵M172！
314,0,高露洁氨基酸小篮管
168,0,支付宝海淘攻略｜新春巨惠折上折?  爱海淘的姐妹们在哪！
266,0,很适合熬夜眼睛水肿后画眼妆。
176,0,这是补水罐吧，怎么才发现这个宝藏补水面膜  冬季怎么擦水脸上都干干的，冷风一吹起皮泛红说来就来[
295,1,平时把它带出门也很方便哟～  最有效的抗老精华
130,0,欧美风女孩眼妆不重样！
37,0,开了！
267,0,酥服  原本起皮的地方，秒没了  快别看我我怕闪到你的眼哈哈哈快别看我我怕闪到你的眼哈哈哈
235,0,Flower book | 是我舍不得翻开的温柔  我的少女心呀太懂女生了真的是…
278,1,水润状态出奇的好！！
14,0,热水冰水都！
280,0,这支是比较青春的那种红果色  可能比之前po的两支更好驾驭一点  就是染唇就是有点嘴麻  不care这两点的姐妹放心冲
22,1,这几天在老家和爸爸妈妈一起过年有点太幸福。
337,1,坚持用了一段时间 脸蛋不但水润好多还有弹性嘭嘭的~~~  真称得上补水届的天花板！！
108,0,浪姐们的冷白皮秘?密被扒了！
65,0,能不能睁开眼睛好好看看我们国货有多用心！
345,0,深唇需要打底厚涂！
254,0,宝藏眼影我不能再私藏了！
249,0,特别适合我这种圆润的梨形身材！
230,0,这两玩意可都控油炒的  基本像我这种早上八点多出门，晚上八点多回家的人  妆容还是没什么出油斑驳的！
314,0,光雕美容仪是无线设计，上手好轻便  而且有射频、红光、微电流和复合缓释四重混合波能  波形还是可以根据自己脸型定制的  这样的黑科技估计也只有资生堂这样的大牌才有吧  光雕精华质地清爽，上脸吸收的很快  而且里面有复合酵母、肌醇  可以有效地帮助胶原蛋白和弹力蛋白的生成  关键的还是使用起来真的方便  光雕精华搭配光雕美容仪全脸使用一次只要6分钟  用完之后可以直接后续的护肤流程，真的是神仙设计  做完之后明显感觉到脸部肌肤紧致提拉  苹果肌砰砰起来了，法令纹也淡了，真的是爱了  现在橙色APP已经可以预定啦，我先去下手了，有需要的姐妹一起冲鸭！
3,1,之前去理发店剪头发  Tony哥对我干枯毛躁的头发啧啧摇头  坠后推给我了菲灵密集胶囊液体发膜  有被这个密集胶囊可爱到！
173,0,[派
88,1,我也跟风入了一只豆沙色的唇釉，  也是蓝秀的，色号是蜜桃裸粉  质地特别丝滑，天鹅绒质地，薄薄涂晕开炒鸡好看！
64,0,热感是因为它牙膏中的美白因子被激活了  味道是很自然的清新薄荷香  不会辣口！
39,0,断货#666还没抢到？？
165,0,hhh  肉挺紧实的 黑胡椒根据个人口味放多少  老规矩先煮面?  ?水开了放海盐橄榄油再放意面  煮10几分钟就熟了捞出来倒加热好的料包  撒上欧芹和黑胡椒碎就ok啦！
94,1,闺蜜给我推荐了  在日本市场上大受追捧的  日本claynal氨基酸洗发水?  极简日系设计 颜值敲高！
196,1,另外还有包包，和范丞丞同款的烟盒包，潮牌的包装实在太精致了！
157,1,牛劲十足！
48,1,不同于以往我用过的油类产品  里面含有9大精油成分  这款油和水一样流动性强  又有一股植物的香气  上脸一点都不觉得油腻厚重!  就像是S.
279,0,3ce新品casual afair已经快不新了  终于把这支赶出来了！！
331,0,除了黑白调的高级感xing冷淡风之外，使用效果整体得分也是优秀  都说OI系列是：在家也能轻松搞定的沙龙级护发  果然SZD！
146,0,3??睫毛打底干了后可叠加睫毛膏，??睫毛刷头要垂直分开一簇一簇刷！
189,0,肤色亮得太快我错了吗！
235,0,有点紫调！
99,0,吃下这波安利不亏
184,1,赞R] 全方位的给肌肤深层补水，而且还可以当睡眠面膜来用 用在面霜之后 ，  还可以搭配他们家多维面膜一起，效果真滴惊艳 ，急救补水抗老，这一套下来，妥妥的水嫩婴儿肌[扯脸H]  -  秋冬补水面膜｜干敏皮面膜｜补水涂抹式面膜｜德
82,1,～～～  而且这款TF奢金气垫高倍防晒，SPF45  PA++++ 随行防晒，敲方便。
191,1,现在透亮嫩嫩的皮肤真的很i呀  同事都差点以为我做了什么项目  那么贵，我哪做的起！
218,0,绝绝子?  之前真的又气又无奈！
158,1,气壮如牛！
238,0,丝绒哑光滴质地 不干！
395,0,一颗的精华  就相当于50g的精华液[哇R]  用的时候呢  就搭配着40ml的矿泉水  搅拌搅拌5秒钟就可以！
103,1,闻起来还是爱马仕同款少女香，让人心神愉悦~
283,0,烂脸抛光回豆腐肌  冷门出奇迹啊啊啊！！！
324,0,这样的甜头，你也来尝尝吧！
259,0,近日好物|湿敷水，眼影，防晒，水杯！
71,1,开森
83,1,真的是很方便了，防嗮遮暇二合一，用起来方便又省心！
351,0,男女生别绕道！
60,0,谁说国货不崛？
237,0,就是那种车厘子红红紫紫滴感jio！
255,0,尤其是关系到我们健康的私密护理呐  .
4,1,采用水滴形的设计，脸部360度都可以照顾到，很方便！
321,0,而这个Neuriva脑动力已经是有专业的临床试验证明了的，我也亲测没有副作用哦，这点大家可以放心种草嘻嘻~ 它的一瓶里面是一共有30粒的，性价比也很高，值得学生党入手~能够有效的缓解大脑在长时间运作下的紧张和疲惫感，很好的激活学习效率，从而更加高效的复习~
338,0,所以说沙龙级就是要全套仪式感做足，喷完喷雾我才觉得是完成了一次洗头！
354,0,洗完就异味会少些  女生可以每天！
70,0,不要再给什么“进口”交智商税了…
93,0,发质细软贴头皮  头发一天比一天服帖!  紧紧贴着脑壳 实在拉低个人形象了! !
332,0,不仅颜值很?，纯植物天然的奢华内在也令人安心  它de奥秘在于萝蔻油（Roucou Oil）这个登西，可以起到抗氧化作用，防止发丝和头皮老化，更是让头发健康分数up～柔软顺滑还顺便抵御阳光??伤害  出油发质～?用了一个多，感觉不管是强韧度还是柔顺度都比之前能打了，可能真的是那些个滋养成分其效果了（萝蔻油、玫瑰油）
221,1,感觉自己每天早上醒来皮肤都有平滑一点 而且脸也没有红红的  真的是每天每天发现自己细小的变化 特别开心！！
13,0,日常抗衰产品：资生堂悦薇乳液和霜  资生堂悦薇珀翡系列，这是上次回国日本免税店买的，防晒乳液+霜还送了水和霜的小样，小样已用完，壳不见踪影。
204,0,建议人手一支松毯晕染刷 晕不开眼影来找我  眼影试色
127,0,点！
66,1,这这这，就拿这个高姿防晒来说  我觉得这使用感真心不差呀  鹅且我这混油即使夏天用也觉得挺清爽的  不会闷着或者太厚了~
52,0,[偷笑R]  还赠送了散粉刷和粉扑[
358,1,感觉全上海的年轻人和可爱宠物都来了  每个小摊儿都很好逛  逛吃逛吃停不下来  这次与好多喜欢的原创品牌相认了  国内的原创品牌真的做得越来越好  已经期待下一次凡几市集了嘻嘻  -  ootd  连衣裙&西装：Sleepy Bunny  鞋：ORiental TRaffic  春日时髦精
171,0,大！
285,0,指路冰川面霜brandfree海外旗舰店～～领?还有mai1?
123,1,#T21半岛粉泊  好好看的玫瑰豆沙！！
228,0,紧接着，取尔木萄菁华乳（是一个套盒里配的）  少量，一点点就好，薄薄一层拍在T区，鼻头两侧易出油的地方！
330,0,日常居家的色调喜欢黑白简约风格  Davines大卫尼斯这一整套OI欧艾系列，就是我喜欢的外包装风格。
172,0,千万不要错过哇～  1??上支付宝搜海淘  -上方就会出现“一键领取春节锦囊”  2??点击领取锦囊  -领88元锦囊-海淘折上折  3??领取完毕进入海淘页面  各种品类都有巨.
72,0,奶茶妹妹康过来丨k糖化精华用起来了吗  -  对于每天上班都要喝一杯奶茶的我来说  每天都摄入满满糖分的全糖少女  是保持这么QQ弹弹的肌肤的呢  -  其实我平常的护肤步骤跟姐妹们都差不多  但是我每次敷完面膜一定会加一个步骤  就是加上这个?诗帕苏茜樱花精华?  1???1??百
366,0,锁水！
310,0,逾期将视为自动放弃，不要错过领奖时间哦  收到货的宝宝们需要打卡分享使用感受并@EltaMD安妍科~  没抽中的宝宝不要泄气，关注后续会有更多福利等着你哦！
91,0,Paris Miss J的生活好物
153,0,我妈夏天给我做了一次水果茶我就离不开了  追着我妈教我之后每个月都得做  酸甜解腻又健康（用蜜桃乌龙茶做的  ?准备一些自己喜欢吃的水果  （柠檬 橙子 百香果 草莓一定要试试  切成小块或者片的  ?用水把冷萃茶冲开  茶包也可以 按自己喜好来  我放的是桃子乌龙味的入 续盖碗茶  再放点糖浆（根据自己口味来 也可不放  如果是热水冲等冷却一会再放水果进去  酸的甜的都中和一下  ?泡5到10分钟  搅一搅就能喝啦（加冰块更好喝一点  没啥热量还好喝！
167,0,夜宵必备！
380,0,zozo会用短簇的睫毛，这种自然，不会看着太假  淳睫假睫毛  这个睫毛的材质是聚酯纤维，不会刺眼睛，0.
122,1,摸起来也很舒服～
179,1,R]  不得不说三瓶的味道都好好闻！
210,0,后悔不已…
